mp_id,full_name,club,mandate_status,district_number,okreg_nazwa,emails,image_url,wybrany_dnia,lista,liczba_glosow,slubowanie,staz_parlamentarny,data_urodzenia,miejsce_urodzenia,wyksztalcenie,ukonczona_szkola,zawod
362,Artur Szałabawka,PiS,aktywny,41,Szczecin,Artur.Szalabawka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/DAF3C093C6B186EEC1258A51003BA193/$File/362.jpg,15-10-2023,Prawo i Sprawiedliwość,15446,13-11-2023,poseł na Sejm RP VIII i IX kadencji,03-10-1967,Szczecin,wyższe,"Uniwersytet Szczeciński, Wydział Humanistyczny, Politologia i Nauki Społeczne w Zakresie Socjologii - magister (2001)",pracownik administracji państwowej
363,Wojciech Szarama,PiS,aktywny,29,Katowice,Wojciech.Szarama@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/273EFE9199072011C1258A51003BA198/$File/363.jpg,15-10-2023,Prawo i Sprawiedliwość,12185,13-11-2023,"poseł na Sejm RP IV, V, VI, VII, VIII i IX kadencji",16-12-1955,Bytom,wyższe,"Uniwersytet Śląski, Wydział Prawa, Prawo - magister (1983)",adwokat
364,Wiesław Szczepański,Lewica,aktywny,36,Kalisz,Wieslaw.Szczepanski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/33B300F7CD95C612C1258A51003BA19C/$File/364.jpg,15-10-2023,Nowa Lewica,13668,13-11-2023,"poseł na Sejm RP II, III, V, VI i IX kadencji",01-06-1960,Chrośnica,wyższe,"Akademia Ekonomiczna w Poznaniu, Wydział Organizacji i Zarządzania, Organizacja i Zarządzanie - magister (1983)",ekonomista
365,Michał Szczerba,KO,wygasl,19,Warszawa,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A92ED59EA285AB88C1258A51003BA1A1/$File/365.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,28653,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",14-12-1977,Warszawa,wyższe,"Uniwersytet Warszawski, Instytut Stosowanych Nauk Społecznych, Socjologia (2001) | Szkoła Główna Handlowa w Warszawie, Europejskie Studia Finansowania Inwestycji w Samorządzie Terytorialnym (2004) - studia podyplomowe",urzędnik państwowy
366,Krzysztof Szczucki,PiS,aktywny,5,Toruń,Krzysztof.Szczucki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0C1943CB092A5385C1258A51003BA1A6/$File/366.jpg,15-10-2023,Prawo i Sprawiedliwość,34014,13-11-2023,brak,18-10-1986,Elbląg,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2010) | Uniwersytet Warszawski, Nauki Prawne (2014) - studia doktoranckie | Uniwersytet Warszawski, Nauki Humanistyczne - doktor habilitowany (2021)",prawnik
367,Józefa Szczurek-Żelazko,PiS,aktywny,15,Tarnów,Jozefa.Szczurek-Zelazko@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D82FD82E557AB29FC1258A51003BA1A9/$File/367.jpg,,Prawo i Sprawiedliwość,26231,13-11-2023,poseł na Sejm RP VIII i IX kadencji,14-03-1961,Nowy Sącz,wyższe,"Akademia Medyczna w Lublinie, Wydział Pielęgniarski - magister (1994) | Politechnika Krakowska, Audyt Wewnętrzny Jednostek Sektora Finansów Publicznych (2004) - studia podyplomowe","menedżer, parlamentarzysta"
368,Paweł Szefernaker,PiS,wygasl,40,Koszalin,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6C8ABCBC664345A1C1258A51003BA1AE/$File/368.jpg,15-10-2023,Prawo i Sprawiedliwość,29764,13-11-2023,poseł na Sejm RP VIII i IX kadencji,27-02-1987,Szczecin,wyższe,"Europejska Wyższa Szkoła Prawa i Administracji (Warszawa), Wydział Prawa, Prawo - magister (2011)",prawnik
369,Andrzej Szejna,Lewica,aktywny,33,Kielce,Andrzej.Szejna@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/9AA09E9D47C1FBF5C1258A51003BA1B4/$File/369.jpg,15-10-2023,Nowa Lewica,17961,13-11-2023,poseł na Sejm RP IX kadencji,28-04-1973,Końskie,wyższe,"Szkoła Główna Handlowa w Warszawie, Finanse i Bankowość, Ekonomia - magister (1996) | Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (1997)",adwokat
370,Andrzej Szewiński,KO,aktywny,28,Częstochowa,Andrzej.Szewinski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/633E08C727D1AD5DC1258A51003BA1B9/$File/370.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,10171,13-11-2023,"poseł na Sejm RP IX kadencji, senator VII i VIII kadencji",20-02-1970,Warszawa,wyższe,"Uniwersytet Humanistyczno-Przyrodniczy w Częstochowie, Wydział Pedagogiczny, Pedagogika z Wychowaniem Fizycznym - magister (1994) | Akademia WSB w Dąbrowie Górniczej, Executive MBA (2018) - studia podyplomowe","parlamentarzysta, pedagog, przedsiębiorca prywatny, sportowiec, urzędnik samorządowy"
371,Adam Szłapka,KO,aktywny,39,Poznań,Adam.Szlapka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B2921559B76C3779C1258A51003BA1BD/$File/371.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,149064,13-11-2023,poseł na Sejm RP VIII i IX kadencji,06-12-1984,Kościan,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Politycznych i Dziennikarstwa, Politologia - magister (2008) | Polski Instytut Spraw Międzynarodowych, Studium Polityki Zagranicznej (2012) - studia podyplomowe",politolog
372,Henryk Szopiński,KO,aktywny,38,Piła,Henryk.Szopinski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B0EEE63EBE9450BAC1258A51003BA1C2/$File/372.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,8263,13-11-2023,brak,15-09-1962,Złotów,wyższe,"Bałtycka Wyższa Szkoła Humanistyczna w Koszalinie, Wydział Administracji, Administracja Publiczna - magister (2008)","animator kultury, muzyk"
373,Paweł Szrot,PiS,aktywny,4,Bydgoszcz,Pawel.Szrot@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/FC986E580287DD29C1258A51003BA1C8/$File/373.jpg,15-10-2023,Prawo i Sprawiedliwość,20214,13-11-2023,brak,30-06-1975,Białystok,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (1999)","prawnik, wyższy urzędnik państwowy"
374,Krystyna Szumilas,KO,aktywny,29,Katowice,Krystyna.Szumilas@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5E1F1D722011455BC1258A51003BA1CD/$File/374.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,50871,13-11-2023,"poseł na Sejm RP IV, V, VI, VII, VIII i IX kadencji",28-06-1956,Knurów,wyższe,"Uniwersytet Śląski, Wydział Matematyki, Fizyki i Chemii, Matematyka - magister (1983) | Uniwersytet Śląski, Informatyka (1988) - studia podyplomowe | Szkoła Zarządzania Uniwersytetu Śląskiego, Zarządzanie Zasobami Ludzkimi (1999) - studia podyplomowe | Uniwersytet Śląski, Samorząd Terytorialny (1999) - studia podyplomowe",nauczyciel
375,Stanisław Szwed,PiS,aktywny,27,Bielsko-Biała,Stanislaw.Szwed@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6C4E86846E27CD30C1258A51003BA1D2/$File/375.jpg,15-10-2023,Prawo i Sprawiedliwość,57055,13-11-2023,"poseł na Sejm RP III, V, VI, VII, VIII i IX kadencji",12-04-1955,Bielsko-Biała,wyższe,"Krakowska Szkoła Wyższa im. A. F. Modrzewskiego, Wydział Prawa i Administracji, Administracja Publiczna - magister (2006)",parlamentarzysta
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,Łódź,Ewa.Szymanowska@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5561DCE87E5A5696C1258A51003BA1D8/$File/376.jpg,,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,26185,13-11-2023,brak,30-05-1978,Łódź,wyższe,"Uniwersytet Łódzki, Wydział Zarządzania, Marketing i Zarządzanie - magister (2002) | Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny, Public Relations (2010)","menedżer marketingu, public relations"
377,Tomasz Szymański,KO,aktywny,5,Toruń,Tomasz.Szymanski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/67286ECED48921E9C1258A51003BA1DD/$File/377.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,17825,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",24-04-1978,Grudziądz,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Prawa i Administracji, Administracja - magister (2003) | Uniwersytet Gdański, Zarządzanie Zasobami Ludzkimi (2008) - studia podyplomowe","parlamentarzysta, pracownik administracji samorządowej"
378,Szymon Szynkowski vel Sęk,PiS,aktywny,39,Poznań,Szymon.SzynkowskiVelSek@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/80256156ADA9489DC1258A51003BA1E1/$File/378.jpg,15-10-2023,Prawo i Sprawiedliwość,45167,13-11-2023,poseł na Sejm RP VIII i IX kadencji,24-11-1982,Poznań,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Stosunki Międzynarodowe - magister (2006)",wyższy urzędnik państwowy
379,Łukasz Ściebiorowski,KO,aktywny,31,Katowice,Lukasz.Sciebiorowski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/D1A6519D3043CD12C1258A51003BA1E6/$File/379.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,7116,13-11-2023,brak,13-03-1980,Piekary Śląskie,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2005)",politolog
380,Agnieszka Ścigaj,PiS,aktywny,13,Kraków,Agnieszka.Scigaj@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0749077ADA54D50DC1258A51003BA1EB/$File/380.jpg,,Prawo i Sprawiedliwość,6262,13-11-2023,poseł na Sejm RP VIII i IX kadencji,22-12-1975,Kraków,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Socjologia - magister (2001) | Uniwersytet Ekonomiczny w Krakowie, Ekonomia Społeczna (2011) - studia podyplomowe","doradca, pracownik socjalny, wykładowca"
381,Andrzej Śliwka,PiS,aktywny,34,Elbląg,Andrzej.Sliwka@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/0274E500E262C8F9C1258A51003BA1EF/$File/381.jpg,15-10-2023,Prawo i Sprawiedliwość,32895,13-11-2023,brak,12-10-1988,Pasłęk,wyższe,"Uniwersytet Gdański, Podatki i Prawo Podatkowe (2015) - studia podyplomowe | Okręgowa Izba Radców Prawnych w Warszawie, Aplikacja Radcowska (2018) | Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister",radca prawny
382,Paweł Śliz,Polska2050-TD,aktywny,12,Kraków,Pawel.Sliz@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/58C20A3E64E7BF8BC1258A51003BA1F2/$File/382.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,19630,13-11-2023,brak,18-09-1980,Kraków,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2005)",adwokat
383,Krzysztof Śmiszek,Lewica,wygasl,3,Wrocław,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/79301F6FE687F33BC1258A51003BA1F7/$File/383.jpg,15-10-2023,Nowa Lewica,34577,13-11-2023,poseł na Sejm RP IX kadencji,25-08-1979,Stalowa Wola,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo i Administracja - magister (2003) | Uniwersytet Warszawski, Prawo Europejskie (2006) - studia podyplomowe | Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - doktor (2016)",prawnik
384,Jacek Świat,PiS,aktywny,3,Wrocław,Jacek.Swiat@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/43CEA9718A7A2447C1258A51003BA1FD/$File/384.jpg,15-10-2023,Prawo i Sprawiedliwość,13663,13-11-2023,"poseł na Sejm RP VII, VIII i IX kadencji",16-12-1955,Wrocław,wyższe,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia Polska (1980)","parlamentarzysta, specjalista ds. marketingu"
385,Apoloniusz Tajner,KO,aktywny,27,Bielsko-Biała,Apoloniusz.Tajner@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AB8E1D7BF502B042C1258A51003BA204/$File/385.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,20748,13-11-2023,brak,17-04-1954,Cieszyn,wyższe,"Akademia Wychowania Fizycznego w Krakowie, Wydział Nauczycielski, Wychowanie Fizyczne - magister (1980)","nauczyciel, trener"
386,Krzysztof Tchórzewski,PiS,aktywny,18,Siedlce,Krzysztof.Tchorzewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/7D2E83F76D225EBBC1258A51003BA207/$File/386.jpg,15-10-2023,Prawo i Sprawiedliwość,25867,13-11-2023,"poseł na Sejm RP I, III, V, VI, VII, VIII i IX kadencji",19-05-1950,Rzążew,wyższe,"Politechnika Warszawska, Wydział Elektryczny, Zabezpieczenia Elektroenergetyczne - magister inżynier (1974)","ekonomista, inżynier elektryk"
387,Robert Telus,PiS,aktywny,10,Piotrków Trybunalski,Robert.Telus@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/B117EFF72CF95545C1258A51003BA20D/$File/387.jpg,15-10-2023,Prawo i Sprawiedliwość,49262,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",18-04-1969,Opoczno,wyższe,"Politechnika Krakowska, Wydział Inżynierii Środowiska, Ochrona środowiska - inżynier (1996) | Collegium Humanum, MBA (2021) - studia podyplomowe",urzędnik państwowy
388,Ryszard Terlecki,PiS,aktywny,14,Nowy Sącz,Ryszard.Terlecki@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/BBAC4596BC8A9270C1258A51003BA210/$File/388.jpg,15-10-2023,Prawo i Sprawiedliwość,29882,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",02-09-1949,Kraków,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Filozoficzno-Historyczny, Historia - magister (1976) | Uniwersytet Jagielloński w Krakowie, Wydział Filozoficzno-Historyczny, Nauki Humanistyczne - doktor (1980) | Rada Naukowa Instytutu Historii, Nauki, Oświaty i Techniki PAN, Nauki Humanistyczne - doktor habilitowany (1992)",historyk
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Konin,Tadeusz.Tomaszewski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/30F003CC5209A720C1258A51003BA213/$File/389.jpg,15-10-2023,Nowa Lewica,17181,13-11-2023,"poseł na Sejm RP II, III, IV, V, VI, VII i IX kadencji",21-02-1959,Niechanowo,wyższe,"Wyższa Szkoła Umiejętności Społecznych, Marketing i Zarządzanie, Ekonomia - licencjat (2000)",ekonomista
390,Jacek Tomczak,PSL-TD,aktywny,39,Poznań,Jacek.Tomczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F65CB5AC32255A84C1258A51003BA218/$File/390.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,24918,13-11-2023,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",27-07-1973,Poznań,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa, Prawo - magister (1998)","notariusz, radca prawny"
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,Słupsk,Wioleta.Tomczak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5D666DFA7E9EF312C1258A51003BA21D/$File/391.jpg,,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,13217,13-11-2023,brak,21-04-1988,Gdynia,wyższe,"Gdański Uniwersytet Medyczny, Wydział Nauk o Zdrowiu, Zdrowie Publiczne - magister (2012) | Gdański Uniwersytet Medyczny, Nauki o Zdrowiu (2021) - studia doktoranckie",specjalista ds. zdrowia publicznego
392,Cezary Tomczyk,KO,aktywny,11,Sieradz,Cezary.Tomczyk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/35EDDCBE7943563DC1258A51003BA221/$File/392.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,69211,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",25-08-1984,Gryfice,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Marketing Polityczny - magister (2008)",politolog
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,Zielona Góra,Stanislaw.Tomczyszyn@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/6786B96CFC71A4D3C1258A51003BA229/$File/393.jpg,15-10-2023,Trzecia Droga Polska 2050 Szymona Hołowni - Polskie Stronnictwo Ludowe,10332,13-11-2023,brak,26-08-1959,Żagań,wyższe,"Wyższa Szkoła Pedagogiczna w Zielonej Górze, Wydział Humanistyczny, Historia - magister (1983) | Wyższa Szkoła Pedagogiczna w Zielonej Górze, Historia (1987) - studia podyplomowe | Politechnika Zielonogórska, Organizacja i Zarządzanie Szkołą (2001) - studia podyplomowe | Wyższa Szkoła Bankowa w Poznaniu, Wydział Finansów i Bankowości, Administracja (2003) - studia podyplomowe",nauczyciel
394,Małgorzata Tracz,KO,aktywny,3,Wrocław,Malgorzata.Tracz@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/25458E2367B36FE4C1258A51003BA22E/$File/394.jpg,,Koalicja Obywatelska PO .N IPL ZIELONI,17693,13-11-2023,poseł na Sejm RP IX kadencji,08-12-1985,Bolesławiec,wyższe,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia Polska - magister (2009) | Uniwersytet Wrocławski, Wydział Nauk Społecznych, Stosunki Międzynarodowe - licencjat (2009)","filolog, specjalista ds. szkoleń"
395,Tomasz Trela,Lewica,aktywny,9,Łódź,Tomasz.Trela@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/5D54C546A0FDA40AC1258A51003BA231/$File/395.jpg,15-10-2023,Nowa Lewica,26273,13-11-2023,poseł na Sejm RP IX kadencji,30-12-1979,Łódź,wyższe,"Politechnika Łódzka, Wydział Organizacji i Zarządzania, Zarządzanie Przedsiębiorstwem - magister (2003) | Uniwersytet Łódzki, Podyplomowe Studium Finansów i Strategii Spółek (2008) - studia podyplomowe",ekonomista
396,Krzysztof Truskolaski,KO,aktywny,24,Białystok,Krzysztof.Truskolaski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/50AE536B5028A15BC1258A51003BA236/$File/396.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,57664,13-11-2023,poseł na Sejm RP VIII i IX kadencji,25-07-1990,Białystok,wyższe,"Uniwersytet w Białymstoku, Wydział Ekonomii i Zarządzania, Ekonomia - magister (2014) | Uniwersytet w Białymstoku, Wydział Ekonomii i Zarządzania, Zarządzanie - magister (2019)",ekonomista
397,Krzysztof Tuduj,Konfederacja,aktywny,3,Wrocław,Krzysztof.Tuduj@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/AB6B693E5AB70988C1258A51003BA23A/$File/397.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,25922,13-11-2023,poseł na Sejm RP IX kadencji,25-04-1981,Warszawa,wyższe,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2010) | Akademia Wojsk Lądowych we Wrocławiu, Zarządzanie Kryzysowe (2017) - studia podyplomowe | Akademia Sztuki Wojennej w Warszawie, Służby Specjalne (2021) - studia podyplomowe",prawnik
398,Sylwester Tułajew,PiS,aktywny,6,Lublin,Sylwester.Tulajew@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/FAF8A03755A95474C1258A51003BA23D/$File/398.jpg,15-10-2023,Prawo i Sprawiedliwość,10228,13-11-2023,poseł na Sejm RP VIII i IX kadencji,30-12-1981,Lublin,wyższe,"Politechnika Lubelska, Wydział Elektrotechniki i Informatyki, Elektrotechnika - magister inżynier (2005) | Wyższa Szkoła Przedsiębiorczości i Administracji, Zarządzanie w Administracji i Samorządzie Terytorialnym (2006) - studia podyplomowe",informatyk
399,Witold Tumanowicz,Konfederacja,aktywny,7,Chełm,Witold.Tumanowicz@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A9C17A3212A4D450C1258A51003BA244/$File/399.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,14387,13-11-2023,brak,04-11-1986,Lublin,średnie ogólne,XLVII LO im. Stanisława Wyspiańskiego w Warszawie (2005),zawodowy działacz organizacji polityczne
400,Donald Tusk,KO,aktywny,19,Warszawa,Donald.Tusk@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F74E8BCA785D1D2CC1258A51003BA248/$File/400.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,538634,13-11-2023,"poseł na Sejm RP I, IV, V, VI i VII kadencji, senator IV kadencji",22-04-1957,Gdańsk,wyższe,"Uniwersytet Gdański, Wydział Humanistyczny, Historia - magister (1980)",nauczyciel
401,Stanisław Tyszka,Konfederacja,wygasl,26,Słupsk,,https://orka.sejm.gov.pl/Poslowie10.nsf/0/EDAA7E229C0FB68EC1258A51003BA24D/$File/401.jpg,15-10-2023,Konfederacja Wolność i Niepodległość,19753,13-11-2023,poseł na Sejm RP VIII i IX kadencji,11-04-1979,Warszawa,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2004) | Europejski Instytut Uniwersytecki we Florencji, Wydział Historii, Nauki Humanistyczne - doktor (2011)",nauczyciel akademicki
402,Katarzyna Ueberhan,Lewica,aktywny,39,Poznań,Katarzyna.Ueberhan@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/F78FD9B26999376FC1258A51003BA252/$File/402.jpg,,Nowa Lewica,24485,13-11-2023,poseł na Sejm RP IX kadencji,26-08-1975,Poznań,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Filozofia - Życie Publiczne - magister (2009)",filozof
403,Jarosław Urbaniak,KO,aktywny,36,Kalisz,Jaroslaw.Urbaniak@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/64712EB3AC781CF6C1258A51003BA255/$File/403.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,50724,13-11-2023,"poseł na Sejm RP V, VI, VIII i IX kadencji",07-08-1966,Ostrów Wielkopolski,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Filozofii, Filozofia Teoretyczna - magister (1991) | Uniwersytet Warszawski, Wydział Zarządzania, Zarządzanie - magister (1999)",menedżer
404,Piotr Uruski,PiS,aktywny,22,Krosno,Piotr.Uruski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/672E154FDB3990C0C1258A51003BA25A/$File/404.jpg,15-10-2023,Prawo i Sprawiedliwość,22703,13-11-2023,poseł na Sejm RP VIII i IX kadencji,11-08-1976,Sanok,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Historyczny, Historia - magister (2001) | Uniwersytet Rzeszowski, Nauki Humanistyczne - doktor (2007) | Wyższa Szkoła Menedżerska w Warszawie, Executive Master of Business Administration (2018) - studia podyplomowe","historyk, nauczyciel akademicki"
405,Piotr Uściński,PiS,aktywny,20,Warszawa,Piotr.Uscinski@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/A5B40A66FE363964C1258A51003BA25E/$File/405.jpg,15-10-2023,Prawo i Sprawiedliwość,15006,13-11-2023,poseł na Sejm RP VIII i IX kadencji,20-05-1977,Warszawa,wyższe,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Elektronika - Inżynieria Komputerowa - magister inżynier (2004) | Szkoła Główna Handlowa w Warszawie, Nauki o Zarządzaniu (2006) - studia podyplomowe | Akademia Leona Koźmińskiego, Psychologia Biznesu (2010) - studia podyplomowe | Collegium Humanum, MBA (2021) - studia podyplomowe","elektronik, menedżer, parlamentarzysta"
406,Jarosław Wałęsa,KO,aktywny,25,Gdańsk,Jaroslaw.Walesa@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/13EAD10557B509A7C1258A51003BA263/$File/406.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,17408,13-11-2023,"poseł na Sejm RP V, VI i IX kadencji",13-09-1976,Gdańsk,wyższe,"Uniwersytet Świętego Krzyża, Worcester Massachusetts USA, Politologia - licencjat (2000) | Uniwersytet Gdański, Politologia, Europeistyka i Przemiany Globalne - magister (2014)",politolog
407,Marcin Warchoł,PiS,aktywny,23,Rzeszów,Marcin.Warchol@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/9732C39AA31EC41EC1258A51003BA268/$File/407.jpg,15-10-2023,Prawo i Sprawiedliwość,26750,13-11-2023,poseł na Sejm RP IX kadencji,13-07-1980,Nisko,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2004) | Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - doktor (2009) | Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - doktor habilitowany (2018)",adwokat
408,Robert Wardzała,KO,aktywny,15,Tarnów,Robert.Wardzala@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/C8BA44ECFA14C5C2C1258A51003BA26B/$File/408.jpg,15-10-2023,Koalicja Obywatelska PO .N IPL ZIELONI,9265,13-11-2023,poseł na Sejm RP VII kadencji,12-10-1975,Tarnów,wyższe,"Wyższa Szkoła Zarządzania i Bankowości w Krakowie, Wydział Zarządzania i Informatyki, Zarządzanie Zasobami Ludzkimi - licencjat (2013) | Collegium Humanum, Executive Master of Business Administration (MBA) (2023) - studia podyplomowe",menedżer
409,Robert Warwas,PiS,aktywny,32,Katowice,Robert.Warwas@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/ED9B41515F5BC09CC1258A51003BA26F/$File/409.jpg,15-10-2023,Prawo i Sprawiedliwość,17403,13-11-2023,poseł na Sejm RP VIII i IX kadencji,13-08-1976,Jaworzno,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2002) | Uniwersytet Śląski, Prawo Gospodarcze i Handlowe (2009) - studia podyplomowe",politolog
410,Jan Warzecha,PiS,aktywny,23,Rzeszów,Jan.Warzecha@sejm.pl,https://orka.sejm.gov.pl/Poslowie10.nsf/0/DC9696FC5BC37BE5C1258A51003BA276/$File/410.jpg,15-10-2023,Prawo i Sprawiedliwość,14023,13-11-2023,"poseł na Sejm RP VI, VII, VIII i IX kadencji",21-04-1959,Jodłowa,wyższe,"Akademia Rolnicza w Krakowie, Wydział Ekonomiki Produkcji i Obrotu Rolnego - magister inżynier (1985)",pracownik samorządowy
