mp_id,full_name,club,mandate_status,district_number,office_name,street,postal_code,city,voivodeship,phone,email,raw_address
374,Krystyna Szumilas,KO,aktywny,29,Regionalne Biuro Poselsko-Senatorskie,ul. Chłodna 2A,40-311,Katowice,śląskie,,,ul. Chłodna 2A | 40-311 Katowice | woj. śląskie
375,Stanisław Szwed,PiS,aktywny,27,*Biuro Poselskie Posła Stanisława Szweda,ul. Asnyka 19,43-300,Bielsko-Biała,śląskie,tel. 519 155 098,stanislawszwed.biuro@gmail.com,ul. Asnyka 19 | 43-300 Bielsko-Biała | woj. śląskie
375,Stanisław Szwed,PiS,aktywny,27,"Biuro Poselsko-Senatorskie Posła na Sejm RP Przemysława Drabka, Stanisława Szweda, Senatora RP Andrzeja Kalaty",ul. Głęboka 25 lok. 110,43-400,Cieszyn,śląskie,tel. 519 155 098,stanislawszwed.biuro@gmail.com,ul. Głęboka 25 lok. 110 | 43-400 Cieszyn | woj. śląskie
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,*Ewa Szymanowska Biuro Poselskie,ul. Sienkiewicza 55,90-009,Łódź,łódzkie,tel. 880 889 595,biuro@ewaszymanowska.pl,ul. Sienkiewicza 55 | 90-009 Łódź | woj. łódzkie
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,Ewa Szymanowska Biuro Poselskie,ul. Długa 16,95-100,Zgierz,łódzkie,tel. 880 889 595,biuro@ewaszymanowska.pl,ul. Długa 16 | 95-100 Zgierz | woj. łódzkie
377,Tomasz Szymański,KO,aktywny,5,*Biuro Poselskie Posła na Sejm RP Tomasza Szymańskiego,ul. Curie Skłodowskiej 5,86-300,Grudziądz,kujawsko-pomorskie,tel. (56) 633 52 42,tomasz.szymanski@sejm.pl,ul. Curie Skłodowskiej 5 | 86-300 Grudziądz | woj. kujawsko-pomorskie
377,Tomasz Szymański,KO,aktywny,5,Biuro Poselskie Posła na Sejm RP Tomasza Szymańskiego,ul. Mławska 17,87-500,Rypin,kujawsko-pomorskie,tel. (56) 633 52 42,tomasz.szymanski@sejm.pl,ul. Mławska 17 | 87-500 Rypin | woj. kujawsko-pomorskie
378,Szymon Szynkowski vel Sęk,PiS,aktywny,39,*Biuro Posła na Sejm RP Szymona Szynkowskiego Vel Sęk,ul. Zagórze 6 lok. 3,61-112,Poznań,wielkopolskie,tel. 535 370 885,biuro@szynkowski.pl,ul. Zagórze 6 lok. 3 | 61-112 Poznań | woj. wielkopolskie
379,Łukasz Ściebiorowski,KO,aktywny,31,*Biuro Poselskie Łukasz Ściebiorowski Poseł na Sejm RP,ul. Wyszyńskiego 29A lok. 17,41-940,Piekary Śląskie,śląskie,"tel. 451 108 740,503 722 741",,ul. Wyszyńskiego 29A lok. 17 | 41-940 Piekary Śląskie | woj. śląskie
379,Łukasz Ściebiorowski,KO,aktywny,31,Regionalne Biuro Poselsko-Senatorskie,ul. Chłodna 2A,40-311,Katowice,śląskie,,,ul. Chłodna 2A | 40-311 Katowice | woj. śląskie
380,Agnieszka Ścigaj,PiS,aktywny,13,*Biuro Poselskie Agnieszki Ścigaj,ul. Rabsztyńska 3,32-310,Klucze,małopolskie,tel. 508-065-732,agnieszka.scigaj@op.pl,ul. Rabsztyńska 3 | 32-310 Klucze | woj. małopolskie
380,Agnieszka Ścigaj,PiS,aktywny,13,Biuro Poselskie Agnieszki Ścigaj,ul. Retoryka 7 lok. 1,31-108,Kraków,małopolskie,tel. 508 065 732,biuro.ascigaj@gmail.com,ul. Retoryka 7 lok. 1 | 31-108 Kraków | woj. małopolskie
380,Agnieszka Ścigaj,PiS,aktywny,13,Małopolskie Biuro Poselsko-Senatorskie Prawa i Sprawiedliwości,ul. Retoryka 7 lok. 1,31-108,Kraków,małopolskie,,,ul. Retoryka 7 lok. 1 | 31-108 Kraków | woj. małopolskie
381,Andrzej Śliwka,PiS,aktywny,34,*Biuro Poselskie Posła Andrzeja Śliwki,ul. 1 Maja 2,82-300,Elbląg,warmińsko-mazurskie,,,ul. 1 Maja 2 | 82-300 Elbląg | woj. warmińsko-mazurskie
382,Paweł Śliz,Polska2050-TD,aktywny,12,*Biuro Poselskie Posła na Sejm RP Pawła Śliza,ul. Drogowców 6/A lok. 107,32-400,Myślenice,małopolskie,tel. 666 231 531,biuroposelskie@pawelsliz.pl,ul. Drogowców 6/A lok. 107 | 32-400 Myślenice | woj. małopolskie
382,Paweł Śliz,Polska2050-TD,aktywny,12,Biuro Poselskie Posła na Sejm RP Pawła Śliza,ul. Starowiejska 22B lok. 424,34-120,Andrychów,małopolskie,tel. 666 231 531,biuroposelskie@pawelsliz.pl,ul. Starowiejska 22B lok. 424 | 34-120 Andrychów | woj. małopolskie
384,Jacek Świat,PiS,aktywny,3,*Biuro Poselskie Jacka Świata,Plac Solidarności 1/3/5,53-661,Wrocław,dolnośląskie,tel. 519-817-308,jacek.swiat@sejm.pl,Plac Solidarności 1/3/5 | 53-661 Wrocław | woj. dolnośląskie
385,Apoloniusz Tajner,KO,aktywny,27,*Biuro Poselskie Apoloniusz Tajner,ul. Głęboka 25 lok. 102,43-400,Cieszyn,śląskie,tel. 575 623 798,kontakt@tajner.com,ul. Głęboka 25 lok. 102 | 43-400 Cieszyn | woj. śląskie
385,Apoloniusz Tajner,KO,aktywny,27,Regionalne Biuro Poselsko-Senatorskie,ul. Chłodna 2A,40-311,Katowice,śląskie,,,ul. Chłodna 2A | 40-311 Katowice | woj. śląskie
386,Krzysztof Tchórzewski,PiS,aktywny,18,*Prawo i Sprawiedliwość Biuro Poselskie Krzysztofa Tchórzewskiego,ul. Świętojańska 4,08-110,Siedlce,mazowieckie,tel. (25) 644-44-07,,ul. Świętojańska 4 | 08-110 Siedlce | woj. mazowieckie
387,Robert Telus,PiS,aktywny,10,*Biuro Poselskie Poseł Robert Telus,ul. Biernackiego 3,26-300,Opoczno,łódzkie,tel. (44) 646 15 88,telusrobert.biuro@gmail.com,ul. Biernackiego 3 | 26-300 Opoczno | woj. łódzkie
388,Ryszard Terlecki,PiS,aktywny,14,*Biuro Poselskie prof. Ryszarda Terleckiego,ul. Retoryka 7,31-108,Kraków,małopolskie,tel. (12) 421 47 76,biuro.terlecki@gmail.com,ul. Retoryka 7 | 31-108 Kraków | woj. małopolskie
388,Ryszard Terlecki,PiS,aktywny,14,Biuro Poselsko-Senatorskie,ul. Jagiellońska 14,33-300,Nowy Sącz,małopolskie,tel. (12) 421 47 76,biuro.terlecki@gmail.com,ul. Jagiellońska 14 | 33-300 Nowy Sącz | woj. małopolskie
388,Ryszard Terlecki,PiS,aktywny,14,Biuro Poselsko-Senatorskie,ul. M.B. Bolesnej 18,34-600,Limanowa,małopolskie,tel. (12) 421 47 76,biuro.terlecki@gmail.com,ul. M.B. Bolesnej 18 | 34-600 Limanowa | woj. małopolskie
389,Tadeusz Tomaszewski,Lewica,aktywny,37,*Biuro Poselskie Tadeusza Tomaszewskiego - Lewica,ul. Bolesława Chrobrego 40/41,62-200,Gniezno,wielkopolskie,tel. 601 287 775,Tadeusz.Tomaszewski@sejm.pl,ul. Bolesława Chrobrego 40/41 | 62-200 Gniezno | woj. wielkopolskie
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Biuro Poselskie Tadeusza Tomaszewskiego - Lewica,ul. Energetyka 3A,62-500,Konin,wielkopolskie,tel. 601 287 775,tadeusz.tomaszewski@sejm.pl,ul. Energetyka 3A | 62-500 Konin | woj. wielkopolskie
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Biuro Poselskie Tadeusza Tomaszewskiego - Lewica,ul. Wiosny Ludów 10 lok. 202,63-100,Środa Wielkopolska,wielkopolskie,tel. 601-287-775,tadeusz.tomaszewski@sejm.pl,ul. Wiosny Ludów 10 lok. 202 | 63-100 Środa Wielkopolska | woj. wielkopolskie
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Biuro Poselskie Tadeusza Tomaszewskiego - Lewica,ul. Sienkiewicza 29,62-600,Koło,wielkopolskie,tel. 601 287 775,tadeusz.tomaszewski@sejm.pl,ul. Sienkiewicza 29 | 62-600 Koło | woj. wielkopolskie
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Biuro Poselskie Tadeusza Tomaszewskiego - Lewica,ul. Mickiewicza 1,62-400,Słupca,wielkopolskie,tel. 601-287-775,tadeusz.tomaszewski@sejm.pl,ul. Mickiewicza 1 | 62-400 Słupca | woj. wielkopolskie
390,Jacek Tomczak,PSL-TD,aktywny,39,*Biuro Poselskie Jacka Tomczaka,ul. Grottgera 4,60-757,Poznań,wielkopolskie,tel. 885 178 341,biuro.jacektomczak@gmail.com,ul. Grottgera 4 | 60-757 Poznań | woj. wielkopolskie
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,*Biuro Poselskie Wiolety Tomczak,ul. Świętojańska 44,81-393,Gdynia,pomorskie,tel. 888 220 240,biuro@wioletatomczak.pl,ul. Świętojańska 44 | 81-393 Gdynia | woj. pomorskie
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,Biuro Poselskie Wiolety Tomczak,ul. Pucka 14,84-200,Wejherowo,pomorskie,tel. 888 220 240,biuro@wioletatomczak.pl,ul. Pucka 14 | 84-200 Wejherowo | woj. pomorskie
392,Cezary Tomczyk,KO,aktywny,11,*Biuro Poselskie PO Posła Cezarego Tomczyka,ul. Rynek 19,98-200,Sieradz,łódzkie,tel. (43) 826 33 31,cezary.tomczyk@sejm.pl,ul. Rynek 19 | 98-200 Sieradz | woj. łódzkie
392,Cezary Tomczyk,KO,aktywny,11,Biuro Poselskie PO Posła Cezarego Tomczyka,ul. Zgierska 14,95-050,Konstantynów Łódzki,łódzkie,tel. (43) 826 33 31,cezary.tomczyk@sejm.pl,ul. Zgierska 14 | 95-050 Konstantynów Łódzki | woj. łódzkie
392,Cezary Tomczyk,KO,aktywny,11,Filia Biura Poselskiego Posła Cezarego Tomczyka,ul. Osmolińska 6,98-220,Zduńska Wola,łódzkie,tel. (43) 826 33 31,cezary.tomczyk@sejm.pl,ul. Osmolińska 6 | 98-220 Zduńska Wola | woj. łódzkie
392,Cezary Tomczyk,KO,aktywny,11,Filia Biura Poselskiego Posła Cezarego Tomczyka,Plac Legionów 1,98-300,Wieluń,łódzkie,tel. (43) 826 33 31,cezary.tomczyk@sejm.pl,Plac Legionów 1 | 98-300 Wieluń | woj. łódzkie
392,Cezary Tomczyk,KO,aktywny,11,Filia Biura Poselskiego Posła Cezarego Tomczyka,ul. Warszawska 42,98-400,Wieruszów,łódzkie,tel. (43) 826 33 31,cezary.tomczyk@sejm.pl,ul. Warszawska 42 | 98-400 Wieruszów | woj. łódzkie
392,Cezary Tomczyk,KO,aktywny,11,Filia Biura Poselskiego Posła Cezarego Tomczyka,ul. Barlickiego 61,99-300,Kutno,łódzkie,tel. (43) 826 33 31,cezary.tomczyk@sejm.pl,ul. Barlickiego 61 | 99-300 Kutno | woj. łódzkie
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,*Biuro Poselskie Stanisława Tomczyszyna,Aleja Niepodległości 27,65-042,Zielona Góra,lubuskie,tel. (68) 325-50-35,bp.s.tomczyszyn@gmail.com,Aleja Niepodległości 27 | 65-042 Zielona Góra | woj. lubuskie
394,Małgorzata Tracz,KO,aktywny,3,*Biuro Poselskie Posłanki na Sejm RP Małgorzaty Tracz,ul. Rynek 5 lok. 130,50-106,Wrocław,dolnośląskie,tel. 537 235 973,malgorzata.tracz@sejm.pl,ul. Rynek 5 lok. 130 | 50-106 Wrocław | woj. dolnośląskie
395,Tomasz Trela,Lewica,aktywny,9,*Biuro Poselskie Posła Tomasza Treli,ul. AL.T.Kościuszki 48 lok. 14U,90-427,Łódź,łódzkie,tel. 600 789 333,tomasz.trela@sejm.pl,ul. AL.T.Kościuszki 48 lok. 14U | 90-427 Łódź | woj. łódzkie
395,Tomasz Trela,Lewica,aktywny,9,Filia Biura Poselskiego Posła Tomasza Treli,ul. Międzyzakładowa 2,98-330,Pajęczno,łódzkie,tel. 501 959 296,tomasz.trela@sejm.pl,ul. Międzyzakładowa 2 | 98-330 Pajęczno | woj. łódzkie
395,Tomasz Trela,Lewica,aktywny,9,Filia Biura Poselskiego Posła Tomasza Treli,ul. Jagiellońska 29 lok. 312,69-100,Skierniewice,łódzkie,tel. 733 341 000,tomasz.trela@sejm.pl,ul. Jagiellońska 29 lok. 312 | 69-100 Skierniewice | woj. łódzkie
395,Tomasz Trela,Lewica,aktywny,9,Filia Biura Poselskiego Posła Tomasza Treli,ul. Armii Krajowej 24A,97-300,Piotrków Trybunalski,łódzkie,tel. 600 789 333,tomasz.trela@sejm.pl,ul. Armii Krajowej 24A | 97-300 Piotrków Trybunalski | woj. łódzkie
396,Krzysztof Truskolaski,KO,aktywny,24,*Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,ul. Malmeda 10,15-440,Białystok,podlaskie,tel. 533 312 525,krzysztof.truskolaski@sejm.pl,ul. Malmeda 10 | 15-440 Białystok | woj. podlaskie
396,Krzysztof Truskolaski,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,Pl. Kościuszki 5,16-100,Sokółka,podlaskie,tel. 533-312-525,krzysztof.truskolaski@sejm.pl,Pl. Kościuszki 5 | 16-100 Sokółka | woj. podlaskie
396,Krzysztof Truskolaski,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,ul. 3 Maja 35,17-200,Hajnówka,podlaskie,tel. 533-312-525,krzysztof.truskolaski@sejm.pl,ul. 3 Maja 35 | 17-200 Hajnówka | woj. podlaskie
396,Krzysztof Truskolaski,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,ul. Białostocka 33/3 lok. 6,19-104,Mońki,podlaskie,tel. 533-312-525,krzysztof.truskolaski@sejm.pl,ul. Białostocka 33/3 lok. 6 | 19-104 Mońki | woj. podlaskie
396,Krzysztof Truskolaski,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,ul. Józefa Piłsudskiego 5,18-300,Zambrów,podlaskie,tel. 533-312-525,krzysztof.truskolaski@sejm.pl,ul. Józefa Piłsudskiego 5 | 18-300 Zambrów | woj. podlaskie
396,Krzysztof Truskolaski,KO,aktywny,24,Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,ul. Gen. Wł. Sikorskiego 18,18-100,Łapy,podlaskie,tel. 533 312 525,krzysztof.truskolaski@sejm.pl,ul. Gen. Wł. Sikorskiego 18 | 18-100 Łapy | woj. podlaskie
397,Krzysztof Tuduj,Konfederacja,aktywny,3,*Biuro Poselskie Krzysztofa Tuduja,ul. Wita Stwosza 58 lok. 2,50-901,Wrocław,dolnośląskie,"tel. 881 530 447,881 531 447",krzysztof.tuduj@sejm.pl,ul. Wita Stwosza 58 lok. 2 | 50-901 Wrocław | woj. dolnośląskie
398,Sylwester Tułajew,PiS,aktywny,6,*Biuro Poselskie Sylwestra Tułajewa,ul. Chopina 7 lok. 5,20-026,Lublin,lubelskie,tel. (81) 307 77 97,tulajew.biuro@gmail.com,ul. Chopina 7 lok. 5 | 20-026 Lublin | woj. lubelskie
399,Witold Tumanowicz,Konfederacja,aktywny,7,*Biuro Poselskie Witolda Tumanowicza,ul. Lwowska 13A,22-100,Chełm,lubelskie,tel. 794 689 988,witold.tumanowicz@sejm.pl,ul. Lwowska 13A | 22-100 Chełm | woj. lubelskie
400,Donald Tusk,KO,aktywny,19,*Biuro Poselskie Posła Donalda Tuska,ul. Wiejska 16 lok. 40,00-490,Warszawa,mazowieckie,tel. (22) 299 78 80,biuro@donaldtusk.pl,ul. Wiejska 16 lok. 40 | 00-490 Warszawa | woj. mazowieckie
402,Katarzyna Ueberhan,Lewica,aktywny,39,*Biuro Poselskie Katarzyny Ueberhan,ul. Ratajczaka 22,61-815,Poznań,wielkopolskie,tel. 505 715 618,biuro.poselskie@ueberhan.pl,ul. Ratajczaka 22 | 61-815 Poznań | woj. wielkopolskie
403,Jarosław Urbaniak,KO,aktywny,36,*Biuro Poselskie Jarosława Urbaniaka,ul. Sienkiewicza 1,63-400,Ostrów Wielkopolski,wielkopolskie,tel. 726 210 726,platformaostrow@gmail.com,ul. Sienkiewicza 1 | 63-400 Ostrów Wielkopolski | woj. wielkopolskie
404,Piotr Uruski,PiS,aktywny,22,*Biuro Poselskie Posła na Sejm RP Piotra Uruskiego,ul. Rynek lok. 16,38-500,Sanok,podkarpackie,tel. (13) 4634334,biuro.poselpiotruruski@gmail.com,ul. Rynek lok. 16 | 38-500 Sanok | woj. podkarpackie
404,Piotr Uruski,PiS,aktywny,22,Biuro Poselskie Posła na Sejm RP Piotra Uruskiego,ul. Piłsudskiego 5,38-600,Lesko,podkarpackie,tel. (13) 463 43 34,biuro.poselpiotruruski@gmail.com,ul. Piłsudskiego 5 | 38-600 Lesko | woj. podkarpackie
405,Piotr Uściński,PiS,aktywny,20,*Biuro Posła Piotr Uścińskiego,ul. Ogrodowa 14,05-200,Wołomin,mazowieckie,tel. 731-970-077,biuro@uscinski.pl,ul. Ogrodowa 14 | 05-200 Wołomin | woj. mazowieckie
406,Jarosław Wałęsa,KO,aktywny,25,*Biuro Poselskie Posła na Sejm RP Jarosława Wałęsy,ul. Chlebnicka 29,80-828,Gdańsk,pomorskie,tel. 668 942 256,jaroslaw.walesa@sejm.pl,ul. Chlebnicka 29 | 80-828 Gdańsk | woj. pomorskie
406,Jarosław Wałęsa,KO,aktywny,25,Biuro Poselskie Posła na Sejm RP Jarosława Wałęsy -Filia w Sztumie,ul. Lipowa 3,82-400,Sztum,pomorskie,,,ul. Lipowa 3 | 82-400 Sztum | woj. pomorskie
407,Marcin Warchoł,PiS,aktywny,23,*Biuro Poselskie Posła na Sejm RP Marcina Warchoła,ul. Hetmańska 9 lok. 10,35-045,Rzeszów,podkarpackie,tel. 692 997 083,biuro.mwarchol@gmail.com,ul. Hetmańska 9 lok. 10 | 35-045 Rzeszów | woj. podkarpackie
407,Marcin Warchoł,PiS,aktywny,23,"Biuro Poselskie Ewy Leniart, Zbigniewa Chmielowca, Marcina Warchoła",ul. Szkolna 4,39-400,Nowa Dęba,podkarpackie,tel. 698 645 548,biuropisnowadeba@gmail.com,ul. Szkolna 4 | 39-400 Nowa Dęba | woj. podkarpackie
408,Robert Wardzała,KO,aktywny,15,*Biuro Poselskie Roberta Wardzały,ul. Legionów 30,33-100,Tarnów,małopolskie,tel. 726 666 675,kontakt@robertwardzala.pl,ul. Legionów 30 | 33-100 Tarnów | woj. małopolskie
409,Robert Warwas,PiS,aktywny,32,*Biuro Poselskie Posła na Sejm RP Roberta Warwasa,ul. 3 Maja 32/9,41-300,Dąbrowa Górnicza,śląskie,tel. 733 739 990,biuro.dabrowagornicza@gmail.com,ul. 3 Maja 32/9 | 41-300 Dąbrowa Górnicza | woj. śląskie
409,Robert Warwas,PiS,aktywny,32,Filia Biura Poselskiego Posła na Sejm RP Roberta Warwasa,ul. Marszałkowska 35,42-400,Zawiercie,śląskie,tel. 733 739 498,biuro.dabrowagornicza@gmail.com,ul. Marszałkowska 35 | 42-400 Zawiercie | woj. śląskie
409,Robert Warwas,PiS,aktywny,32,Filia Biura Poselskiego Posła na Sejm RP Roberta Warwasa,ul. Irządze 133,42-446,Irządze,śląskie,tel. 733-739-990,biuro.dabrowagornicza@gmail.com,ul. Irządze 133 | 42-446 Irządze | woj. śląskie
410,Jan Warzecha,PiS,aktywny,23,*Biuro Poselskie Posła na Sejm RP Jana Warzechy,ul. Kolejowa 28,39-200,Dębica,podkarpackie,tel. (14) 683 38 33,biuro@janwarzecha.pl,ul. Kolejowa 28 | 39-200 Dębica | woj. podkarpackie
411,Małgorzata Wassermann,PiS,aktywny,13,*Biuro Poselskie Poseł Małgorzata Wassermann,ul. Karmelicka 30 lok. 4A,31-128,Kraków,małopolskie,tel. 604 352 535,biuro@mwassermann.pl,ul. Karmelicka 30 lok. 4A | 31-128 Kraków | woj. małopolskie
411,Małgorzata Wassermann,PiS,aktywny,13,Małopolskie Biuro Poselsko-Senatorskie Prawa i Sprawiedliwości,ul. Retoryka 7 lok. 1,31-108,Kraków,małopolskie,,,ul. Retoryka 7 lok. 1 | 31-108 Kraków | woj. małopolskie
412,Michał Wawer,Konfederacja,aktywny,33,*Biuro Poselskie Michała Wawera,ul. Piękna 1B lok. 19,00-539,Warszawa,mazowieckie,tel. 661 100 743,,ul. Piękna 1B lok. 19 | 00-539 Warszawa | woj. mazowieckie
412,Michał Wawer,Konfederacja,aktywny,33,Biuro Poselskie Michała Wawera,ul. Złota 19,25-015,Kielce,świętokrzyskie,tel. 661 100 743,,ul. Złota 19 | 25-015 Kielce | woj. świętokrzyskie
412,Michał Wawer,Konfederacja,aktywny,33,Biuro Poselskie Michała Wawera,ul. Tadeusza Kościuszki 2,28-200,Staszów,świętokrzyskie,tel. 661 100 743,michal.wawer@sejm.pl,ul. Tadeusza Kościuszki 2 | 28-200 Staszów | woj. świętokrzyskie
415,Rafał Weber,PiS,aktywny,23,*Biuro Poselskie Rafała Webera,ul. Wolności 2a,37-450,Stalowa Wola,podkarpackie,tel. 737 797 265,biuroposelskie@vp.pl,ul. Wolności 2a | 37-450 Stalowa Wola | woj. podkarpackie
415,Rafał Weber,PiS,aktywny,23,Biuro Poselskie Rafała Webera,ul. Kościuszki 8,37-400,Nisko,podkarpackie,tel. 737 797 265,biuroposelskie@vp.pl,ul. Kościuszki 8 | 37-400 Nisko | woj. podkarpackie
415,Rafał Weber,PiS,aktywny,23,Biuro Poselskie Rafała Webera,ul. Sandomierska 2,39-400,Tarnobrzeg,podkarpackie,tel. 737 797 265,biuroposelskie@vp.pl,ul. Sandomierska 2 | 39-400 Tarnobrzeg | woj. podkarpackie
415,Rafał Weber,PiS,aktywny,23,Biuro Poselskie Rafała Webera,Pl. E. Mieszczańskiego 7,39-432,Gorzyce,podkarpackie,tel. 737 797 265,biuroposelskie@vp.pl,Pl. E. Mieszczańskiego 7 | 39-432 Gorzyce | woj. podkarpackie
415,Rafał Weber,PiS,aktywny,23,Biuro Poselskie Rafała Webera,ul. Obrońców Pokoju 6,39-300,Mielec,podkarpackie,tel. 737 797 265,biuroposelskie@vp.pl,ul. Obrońców Pokoju 6 | 39-300 Mielec | woj. podkarpackie
415,Rafał Weber,PiS,aktywny,23,Biuro Poselskie Rafała Webera,ul. Rynek 39,37-420,Rudnik nad Sanem,podkarpackie,tel. 737 797 265,biuroposelskie@vp.pl,ul. Rynek 39 | 37-420 Rudnik nad Sanem | woj. podkarpackie
416,Marek Wesoły,PiS,aktywny,31,*Biuro Poselskie Marka Wesołego,ul. Niedurnego 69,41-700,Ruda Śląska,śląskie,tel. (32) 706-97-37,biuroposmw.rudaslaska@gmail.com,ul. Niedurnego 69 | 41-700 Ruda Śląska | woj. śląskie
417,Joanna Wicha,Lewica,aktywny,20,*Biuro Poselskie Joanny Wichy,ul. Jagiellońska 13a lok. 3,05-120,Legionowo,mazowieckie,tel. 695 213 747,joanna.wicha2023@gmail.com,ul. Jagiellońska 13a lok. 3 | 05-120 Legionowo | woj. mazowieckie
417,Joanna Wicha,Lewica,aktywny,20,Biuro Poselskie Joanny Wichy,ul. Okólnik 11A lok. 31,00-368,Warszawa,mazowieckie,tel. 695 213 747,joanna.wicha2023@gmail.com,ul. Okólnik 11A lok. 31 | 00-368 Warszawa | woj. mazowieckie
418,Patryk Wicher,PiS,aktywny,14,*Biuro Poselskie Posła Patryka Wichra,ul. Kolejowa (Dworzec PKP) 15,33-300,Nowy Sącz,małopolskie,tel. 577 201 703,biuro.patrykwicher@gmail.com,ul. Kolejowa (Dworzec PKP) 15 | 33-300 Nowy Sącz | woj. małopolskie
419,Dariusz Wieczorek,Lewica,aktywny,41,*Biuro Poselskie Dariusza Wieczorka,ul. Garncarska 5 lok. U3,70-377,Szczecin,zachodniopomorskie,tel. 607 300 606,dariusz.wieczorek@sejm.pl,ul. Garncarska 5 lok. U3 | 70-377 Szczecin | woj. zachodniopomorskie
419,Dariusz Wieczorek,Lewica,aktywny,41,Biuro Poselskie Dariusza Wieczorka,ul. Grunwaldzka 13 lok. 112,72-010,Police,zachodniopomorskie,tel. 607 300 606,dariusz.wieczorek@sejm.pl,ul. Grunwaldzka 13 lok. 112 | 72-010 Police | woj. zachodniopomorskie
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,*Biuro Poselskie Posła Jarosława Wieczorka,ul. Zwycięstwa 14 lok. 54,44-100,Gliwice,śląskie,tel. 608 487 268,jaroslaw.wieczorek@sejm.pl,ul. Zwycięstwa 14 lok. 54 | 44-100 Gliwice | woj. śląskie
421,Monika Wielichowska,KO,aktywny,2,*Biuro Poselskie Posła na Sejm RP Moniki Wielichowskiej,ul. Kłodzka 24A,57-402,Nowa Ruda,dolnośląskie,tel. 503 350 899,monika.wielichowska@sejm.pl,ul. Kłodzka 24A | 57-402 Nowa Ruda | woj. dolnośląskie
422,Ryszard Wilk,Konfederacja,aktywny,14,*Biuro Poselskie Posła na Sejm RP Ryszarda Wilka - Konfederacja,ul. Rynek 20,33-300,Nowy Sącz,małopolskie,tel. 795 960 006,,ul. Rynek 20 | 33-300 Nowy Sącz | woj. małopolskie
422,Ryszard Wilk,Konfederacja,aktywny,14,Biuro Poselskie Posła na Sejm RP Ryszarda Wilka -Filia Koszalin,ul. Połczyńska 24,75-815,Koszalin,zachodniopomorskie,tel. 608 605 830,,ul. Połczyńska 24 | 75-815 Koszalin | woj. zachodniopomorskie
422,Ryszard Wilk,Konfederacja,aktywny,14,Biuro Poselskie Posła na Sejm RP Ryszarda Wilka -Filia Gorlice,ul. Mickiewicza 16,38-300,Gorlice,małopolskie,tel. 600 827 224,kontakt@ryszardwilk.pl,ul. Mickiewicza 16 | 38-300 Gorlice | woj. małopolskie
422,Ryszard Wilk,Konfederacja,aktywny,14,Biuro Poselskie Posła na Sejm RP Ryszarda Wilka i Bronisława Foltyna - Filia Oświęcim,ul. Gen. Jarosława Dąbrowskiego 11A,32-600,Oświęcim,małopolskie,tel. 530 184 624,kontakt@ryszardwilk.pl,ul. Gen. Jarosława Dąbrowskiego 11A | 32-600 Oświęcim | woj. małopolskie
423,Teresa Wilk,PiS,aktywny,34,*Biuro Poselskie Teresa Wilk,ul. Hetmańska 5 lok. 10,82-300,Elbląg,warmińsko-mazurskie,tel. 739 923 906,biuro.teresawilk@gmail.com,ul. Hetmańska 5 lok. 10 | 82-300 Elbląg | woj. warmińsko-mazurskie
424,Przemysław Wipler,Konfederacja,aktywny,5,*Biuro Poselskie Przemysław Wipler,ul. Nowogrodzka 6A lok. 32,00-513,Warszawa,mazowieckie,tel. 720 820 701,biuro@wipler.pl,ul. Nowogrodzka 6A lok. 32 | 00-513 Warszawa | woj. mazowieckie
424,Przemysław Wipler,Konfederacja,aktywny,5,Biuro Poselskie Przemysław Wipler,ul. Niepodległości 2 lok. 17,14-200,Iława,warmińsko-mazurskie,tel. 720 820 701,biuro@wipler.pl,ul. Niepodległości 2 lok. 17 | 14-200 Iława | woj. warmińsko-mazurskie
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,*Biuro Poselskie Aleksandry Wiśniewskiej,ul. Piotrkowska 85 lok. 8U,90-423,Łódź,łódzkie,,aleksandra.wisniewska@sejm.pl,ul. Piotrkowska 85 lok. 8U | 90-423 Łódź | woj. łódzkie
426,Adrian Witczak,KO,aktywny,10,*Biuro Poselskie Posła na Sejm RP Adriana Witczaka,ul. Norberta Barlickiego 30,97-200,Tomaszów Mazowiecki,łódzkie,tel. 505-570-775,kontakt@adrianwitczak.pl,ul. Norberta Barlickiego 30 | 97-200 Tomaszów Mazowiecki | woj. łódzkie
